Year,Simulation,Pathway,total_CO2_tons
2025,884,C1,0
2026,884,C1,0
2027,884,C1,0
2028,884,C1,0
2029,884,C1,0
2030,884,C1,0
2031,884,C1,0
2032,884,C1,0
2033,884,C1,0
2034,884,C1,0
2035,884,C1,0
2036,884,C1,0
2037,884,C1,0
2038,884,C1,0
2039,884,C1,0
2040,884,C1,0
2041,884,C1,0
2042,884,C1,0
2043,884,C1,0
2044,884,C1,0
2045,884,C1,0
2046,884,C1,0
2047,884,C1,0
2048,884,C1,0
2049,884,C1,0
2050,884,C1,0
2025,884,C2,0
2026,884,C2,0
2027,884,C2,0
2028,884,C2,0
2029,884,C2,0
2030,884,C2,0
2031,884,C2,0
2032,884,C2,0
2033,884,C2,0
2034,884,C2,0
2035,884,C2,0
2036,884,C2,0
2037,884,C2,0
2038,884,C2,0
2039,884,C2,0
2040,884,C2,0
2041,884,C2,0
2042,884,C2,0
2043,884,C2,0
2044,884,C2,0
2045,884,C2,0
2046,884,C2,0
2047,884,C2,0
2048,884,C2,0
2049,884,C2,0
2050,884,C2,0
2025,884,C3,0
2026,884,C3,0
2027,884,C3,0
2028,884,C3,0
2029,884,C3,0
2030,884,C3,0
2031,884,C3,0
2032,884,C3,0
2033,884,C3,0
2034,884,C3,0
2035,884,C3,0
2036,884,C3,0
2037,884,C3,0
2038,884,C3,0
2039,884,C3,0
2040,884,C3,0
2041,884,C3,0
2042,884,C3,0
2043,884,C3,0
2044,884,C3,0
2045,884,C3,0
2046,884,C3,0
2047,884,C3,0
2048,884,C3,0
2049,884,C3,0
2050,884,C3,0
2025,884,D,0
2026,884,D,0
2027,884,D,0
2028,884,D,0
2029,884,D,0
2030,884,D,0
2031,884,D,0
2032,884,D,0
2033,884,D,0
2034,884,D,0
2035,884,D,0
2036,884,D,0
2037,884,D,0
2038,884,D,0
2039,884,D,0
2040,884,D,0
2041,884,D,0
2042,884,D,0
2043,884,D,0
2044,884,D,0
2045,884,D,0
2046,884,D,0
2047,884,D,0
2048,884,D,0
2049,884,D,0
2050,884,D,0
2025,885,A,0
2026,885,A,0
2027,885,A,0
2028,885,A,0
2029,885,A,0
2030,885,A,0
2031,885,A,0
2032,885,A,0
2033,885,A,0
2034,885,A,0
2035,885,A,0
2036,885,A,0
2037,885,A,0
2038,885,A,0
2039,885,A,0
2040,885,A,0
2041,885,A,0
2042,885,A,0
2043,885,A,0
2044,885,A,0
2045,885,A,0
2046,885,A,0
2047,885,A,0
2048,885,A,0
2049,885,A,0
2050,885,A,0
2025,885,B1,0
2026,885,B1,0
2027,885,B1,0
2028,885,B1,0
2029,885,B1,0
2030,885,B1,0
2031,885,B1,0
2032,885,B1,0
2033,885,B1,0
2034,885,B1,0
2035,885,B1,0
2036,885,B1,0
2037,885,B1,0
2038,885,B1,0
2039,885,B1,0
2040,885,B1,0
2041,885,B1,0
2042,885,B1,0
2043,885,B1,0
2044,885,B1,0
2045,885,B1,0
2046,885,B1,0
2047,885,B1,0
2048,885,B1,0
2049,885,B1,0
2050,885,B1,0
2025,885,B2,0
2026,885,B2,0
2027,885,B2,0
2028,885,B2,0
2029,885,B2,0
2030,885,B2,0
2031,885,B2,0
2032,885,B2,0
2033,885,B2,0
2034,885,B2,0
2035,885,B2,0
2036,885,B2,0
2037,885,B2,0
2038,885,B2,0
2039,885,B2,0
2040,885,B2,0
2041,885,B2,0
2042,885,B2,0
2043,885,B2,0
2044,885,B2,0
2045,885,B2,0
2046,885,B2,0
2047,885,B2,0
2048,885,B2,0
2049,885,B2,0
2050,885,B2,0
2025,885,B3,0
2026,885,B3,0
2027,885,B3,0
2028,885,B3,0
2029,885,B3,0
2030,885,B3,0
2031,885,B3,0
2032,885,B3,0
2033,885,B3,0
2034,885,B3,0
2035,885,B3,0
2036,885,B3,0
2037,885,B3,0
2038,885,B3,0
2039,885,B3,0
2040,885,B3,0
2041,885,B3,0
2042,885,B3,0
2043,885,B3,0
2044,885,B3,0
2045,885,B3,0
2046,885,B3,0
2047,885,B3,0
2048,885,B3,0
2049,885,B3,0
2050,885,B3,0
2025,885,C1,0
2026,885,C1,0
2027,885,C1,0
2028,885,C1,0
2029,885,C1,0
2030,885,C1,0
2031,885,C1,0
2032,885,C1,0
2033,885,C1,0
2034,885,C1,0
2035,885,C1,0
2036,885,C1,0
2037,885,C1,0
2038,885,C1,0
2039,885,C1,0
2040,885,C1,0
2041,885,C1,0
2042,885,C1,0
2043,885,C1,0
2044,885,C1,0
2045,885,C1,0
2046,885,C1,0
2047,885,C1,0
2048,885,C1,0
2049,885,C1,0
2050,885,C1,0
2025,885,C2,0
2026,885,C2,0
2027,885,C2,0
2028,885,C2,0
2029,885,C2,0
2030,885,C2,0
2031,885,C2,0
2032,885,C2,0
2033,885,C2,0
2034,885,C2,0
2035,885,C2,0
2036,885,C2,0
2037,885,C2,0
2038,885,C2,0
2039,885,C2,0
2040,885,C2,0
2041,885,C2,0
2042,885,C2,0
2043,885,C2,0
2044,885,C2,0
2045,885,C2,0
2046,885,C2,0
2047,885,C2,0
2048,885,C2,0
2049,885,C2,0
2050,885,C2,0
2025,885,C3,0
2026,885,C3,0
2027,885,C3,0
2028,885,C3,0
2029,885,C3,0
2030,885,C3,0
2031,885,C3,0
2032,885,C3,0
2033,885,C3,0
2034,885,C3,0
2035,885,C3,0
2036,885,C3,0
2037,885,C3,0
2038,885,C3,0
2039,885,C3,0
2040,885,C3,0
2041,885,C3,0
2042,885,C3,0
2043,885,C3,0
2044,885,C3,0
2045,885,C3,0
2046,885,C3,0
2047,885,C3,0
2048,885,C3,0
2049,885,C3,0
2050,885,C3,0
2025,885,D,0
2026,885,D,0
2027,885,D,0
2028,885,D,0
2029,885,D,0
2030,885,D,0
2031,885,D,0
2032,885,D,0
2033,885,D,0
2034,885,D,0
2035,885,D,0
2036,885,D,0
2037,885,D,0
2038,885,D,0
2039,885,D,0
2040,885,D,0
2041,885,D,0
2042,885,D,0
2043,885,D,0
2044,885,D,0
2045,885,D,0
2046,885,D,0
2047,885,D,0
2048,885,D,0
2049,885,D,0
2050,885,D,0
2025,886,A,0
2026,886,A,0
2027,886,A,0
2028,886,A,0
2029,886,A,0
2030,886,A,0
2031,886,A,0
2032,886,A,0
2033,886,A,0
2034,886,A,0
2035,886,A,0
2036,886,A,0
2037,886,A,0
2038,886,A,0
2039,886,A,0
2040,886,A,0
2041,886,A,0
2042,886,A,0
2043,886,A,0
2044,886,A,0
2045,886,A,0
2046,886,A,0
2047,886,A,0
2048,886,A,0
2049,886,A,0
2050,886,A,0
2025,886,B1,0
2026,886,B1,0
2027,886,B1,0
2028,886,B1,0
2029,886,B1,0
2030,886,B1,0
2031,886,B1,0
2032,886,B1,0
2033,886,B1,0
2034,886,B1,0
2035,886,B1,0
2036,886,B1,0
2037,886,B1,0
2038,886,B1,0
2039,886,B1,0
2040,886,B1,0
2041,886,B1,0
2042,886,B1,0
2043,886,B1,0
2044,886,B1,0
2045,886,B1,0
2046,886,B1,0
2047,886,B1,0
2048,886,B1,0
2049,886,B1,0
2050,886,B1,0
2025,886,B2,0
2026,886,B2,0
2027,886,B2,0
2028,886,B2,0
2029,886,B2,0
2030,886,B2,0
2031,886,B2,0
2032,886,B2,0
2033,886,B2,0
2034,886,B2,0
2035,886,B2,0
2036,886,B2,0
2037,886,B2,0
2038,886,B2,0
2039,886,B2,0
2040,886,B2,0
2041,886,B2,0
2042,886,B2,0
2043,886,B2,0
2044,886,B2,0
2045,886,B2,0
2046,886,B2,0
2047,886,B2,0
2048,886,B2,0
2049,886,B2,0
2050,886,B2,0
2025,886,B3,0
2026,886,B3,0
2027,886,B3,0
2028,886,B3,0
2029,886,B3,0
2030,886,B3,0
2031,886,B3,0
2032,886,B3,0
2033,886,B3,0
2034,886,B3,0
2035,886,B3,0
2036,886,B3,0
2037,886,B3,0
2038,886,B3,0
2039,886,B3,0
2040,886,B3,0
2041,886,B3,0
2042,886,B3,0
2043,886,B3,0
2044,886,B3,0
2045,886,B3,0
2046,886,B3,0
2047,886,B3,0
2048,886,B3,0
2049,886,B3,0
2050,886,B3,0
2025,886,C1,0
2026,886,C1,0
2027,886,C1,0
2028,886,C1,0
2029,886,C1,0
2030,886,C1,0
2031,886,C1,0
2032,886,C1,0
2033,886,C1,0
2034,886,C1,0
2035,886,C1,0
2036,886,C1,0
2037,886,C1,0
2038,886,C1,0
2039,886,C1,0
2040,886,C1,0
2041,886,C1,0
2042,886,C1,0
2043,886,C1,0
2044,886,C1,0
2045,886,C1,0
2046,886,C1,0
2047,886,C1,0
2048,886,C1,0
2049,886,C1,0
2050,886,C1,0
2025,886,C2,0
2026,886,C2,0
2027,886,C2,0
2028,886,C2,0
2029,886,C2,0
2030,886,C2,0
2031,886,C2,0
2032,886,C2,0
2033,886,C2,0
2034,886,C2,0
2035,886,C2,0
2036,886,C2,0
2037,886,C2,0
2038,886,C2,0
2039,886,C2,0
2040,886,C2,0
2041,886,C2,0
2042,886,C2,0
2043,886,C2,0
2044,886,C2,0
2045,886,C2,0
2046,886,C2,0
2047,886,C2,0
2048,886,C2,0
2049,886,C2,0
2050,886,C2,0
2025,886,C3,0
2026,886,C3,0
2027,886,C3,0
2028,886,C3,0
2029,886,C3,0
2030,886,C3,0
2031,886,C3,0
2032,886,C3,0
2033,886,C3,0
2034,886,C3,0
2035,886,C3,0
2036,886,C3,0
2037,886,C3,0
2038,886,C3,0
2039,886,C3,0
2040,886,C3,0
2041,886,C3,0
2042,886,C3,0
2043,886,C3,0
2044,886,C3,0
2045,886,C3,0
2046,886,C3,0
2047,886,C3,0
2048,886,C3,0
2049,886,C3,0
2050,886,C3,0
2025,886,D,0
2026,886,D,0
2027,886,D,0
2028,886,D,0
2029,886,D,0
2030,886,D,0
2031,886,D,0
2032,886,D,0
2033,886,D,0
2034,886,D,0
2035,886,D,0
2036,886,D,0
2037,886,D,0
2038,886,D,0
2039,886,D,0
2040,886,D,0
2041,886,D,0
2042,886,D,0
2043,886,D,0
2044,886,D,0
2045,886,D,0
2046,886,D,0
2047,886,D,0
2048,886,D,0
2049,886,D,0
2050,886,D,0
2025,887,A,0
2026,887,A,0
2027,887,A,0
2028,887,A,0
2029,887,A,0
2030,887,A,0
2031,887,A,0
2032,887,A,0
2033,887,A,0
2034,887,A,0
2035,887,A,0
2036,887,A,0
2037,887,A,0
2038,887,A,0
2039,887,A,0
2040,887,A,0
2041,887,A,0
2042,887,A,0
2043,887,A,0
2044,887,A,0
2045,887,A,0
2046,887,A,0
2047,887,A,0
2048,887,A,0
2049,887,A,0
2050,887,A,0
2025,887,B1,0
2026,887,B1,0
2027,887,B1,0
2028,887,B1,0
2029,887,B1,0
2030,887,B1,0
2031,887,B1,0
2032,887,B1,0
2033,887,B1,0
2034,887,B1,0
2035,887,B1,0
2036,887,B1,0
2037,887,B1,0
2038,887,B1,0
2039,887,B1,0
2040,887,B1,0
2041,887,B1,0
2042,887,B1,0
2043,887,B1,0
2044,887,B1,0
2045,887,B1,0
2046,887,B1,0
2047,887,B1,0
2048,887,B1,0
2049,887,B1,0
2050,887,B1,0
2025,887,B2,0
2026,887,B2,0
2027,887,B2,0
2028,887,B2,0
2029,887,B2,0
2030,887,B2,0
2031,887,B2,0
2032,887,B2,0
2033,887,B2,0
2034,887,B2,0
2035,887,B2,0
2036,887,B2,0
2037,887,B2,0
2038,887,B2,0
2039,887,B2,0
2040,887,B2,0
2041,887,B2,0
2042,887,B2,0
2043,887,B2,0
2044,887,B2,0
2045,887,B2,0
2046,887,B2,0
2047,887,B2,0
2048,887,B2,0
2049,887,B2,0
2050,887,B2,0
2025,887,B3,0
2026,887,B3,0
2027,887,B3,0
2028,887,B3,0
2029,887,B3,0
2030,887,B3,0
2031,887,B3,0
2032,887,B3,0
2033,887,B3,0
2034,887,B3,0
2035,887,B3,0
2036,887,B3,0
2037,887,B3,0
2038,887,B3,0
2039,887,B3,0
2040,887,B3,0
2041,887,B3,0
2042,887,B3,0
2043,887,B3,0
2044,887,B3,0
2045,887,B3,0
2046,887,B3,0
2047,887,B3,0
2048,887,B3,0
2049,887,B3,0
2050,887,B3,0
2025,887,C1,0
2026,887,C1,0
2027,887,C1,0
2028,887,C1,0
2029,887,C1,0
2030,887,C1,0
2031,887,C1,0
2032,887,C1,0
2033,887,C1,0
2034,887,C1,0
2035,887,C1,0
2036,887,C1,0
2037,887,C1,0
2038,887,C1,0
2039,887,C1,0
2040,887,C1,0
2041,887,C1,0
2042,887,C1,0
2043,887,C1,0
2044,887,C1,0
2045,887,C1,0
2046,887,C1,0
2047,887,C1,0
2048,887,C1,0
2049,887,C1,0
2050,887,C1,0
2025,887,C2,0
2026,887,C2,0
2027,887,C2,0
2028,887,C2,0
2029,887,C2,0
2030,887,C2,0
2031,887,C2,0
2032,887,C2,0
2033,887,C2,0
2034,887,C2,0
2035,887,C2,0
2036,887,C2,0
2037,887,C2,0
2038,887,C2,0
2039,887,C2,0
2040,887,C2,0
2041,887,C2,0
2042,887,C2,0
2043,887,C2,0
2044,887,C2,0
2045,887,C2,0
2046,887,C2,0
2047,887,C2,0
2048,887,C2,0
2049,887,C2,0
2050,887,C2,0
2025,887,C3,0
2026,887,C3,0
2027,887,C3,0
2028,887,C3,0
2029,887,C3,0
2030,887,C3,0
2031,887,C3,0
2032,887,C3,0
2033,887,C3,0
2034,887,C3,0
2035,887,C3,0
2036,887,C3,0
2037,887,C3,0
2038,887,C3,0
2039,887,C3,0
2040,887,C3,0
2041,887,C3,0
2042,887,C3,0
2043,887,C3,0
2044,887,C3,0
2045,887,C3,0
2046,887,C3,0
2047,887,C3,0
2048,887,C3,0
2049,887,C3,0
2050,887,C3,0
2025,887,D,0
2026,887,D,0
2027,887,D,0
2028,887,D,0
2029,887,D,0
2030,887,D,0
2031,887,D,0
2032,887,D,0
2033,887,D,0
2034,887,D,0
2035,887,D,0
2036,887,D,0
2037,887,D,0
2038,887,D,0
2039,887,D,0
2040,887,D,0
2041,887,D,0
2042,887,D,0
2043,887,D,0
2044,887,D,0
2045,887,D,0
2046,887,D,0
2047,887,D,0
2048,887,D,0
2049,887,D,0
2050,887,D,0
2025,888,A,0
2026,888,A,0
2027,888,A,0
2028,888,A,0
2029,888,A,0
2030,888,A,0
2031,888,A,0
2032,888,A,0
2033,888,A,0
2034,888,A,0
2035,888,A,0
2036,888,A,0
2037,888,A,0
2038,888,A,0
2039,888,A,0
2040,888,A,0
2041,888,A,0
2042,888,A,0
2043,888,A,0
2044,888,A,0
2045,888,A,0
2046,888,A,0
2047,888,A,0
2048,888,A,0
2049,888,A,0
2050,888,A,0
2025,888,B1,0
2026,888,B1,0
2027,888,B1,0
2028,888,B1,0
2029,888,B1,0
2030,888,B1,0
2031,888,B1,0
2032,888,B1,0
2033,888,B1,0
2034,888,B1,0
2035,888,B1,0
2036,888,B1,0
2037,888,B1,0
2038,888,B1,0
2039,888,B1,0
2040,888,B1,0
2041,888,B1,0
2042,888,B1,0
2043,888,B1,0
2044,888,B1,0
2045,888,B1,0
2046,888,B1,0
2047,888,B1,0
2048,888,B1,0
2049,888,B1,0
2050,888,B1,0
2025,888,B2,0
2026,888,B2,0
2027,888,B2,0
2028,888,B2,0
2029,888,B2,0
2030,888,B2,0
2031,888,B2,0
2032,888,B2,0
2033,888,B2,0
2034,888,B2,0
2035,888,B2,0
2036,888,B2,0
2037,888,B2,0
2038,888,B2,0
2039,888,B2,0
2040,888,B2,0
2041,888,B2,0
2042,888,B2,0
2043,888,B2,0
2044,888,B2,0
2045,888,B2,0
2046,888,B2,0
2047,888,B2,0
2048,888,B2,0
2049,888,B2,0
2050,888,B2,0
2025,888,B3,0
2026,888,B3,0
2027,888,B3,0
2028,888,B3,0
2029,888,B3,0
2030,888,B3,0
2031,888,B3,0
2032,888,B3,0
2033,888,B3,0
2034,888,B3,0
2035,888,B3,0
2036,888,B3,0
2037,888,B3,0
2038,888,B3,0
2039,888,B3,0
2040,888,B3,0
2041,888,B3,0
2042,888,B3,0
2043,888,B3,0
2044,888,B3,0
2045,888,B3,0
2046,888,B3,0
2047,888,B3,0
2048,888,B3,0
2049,888,B3,0
2050,888,B3,0
2025,888,C1,0
2026,888,C1,0
2027,888,C1,0
2028,888,C1,0
2029,888,C1,0
2030,888,C1,0
2031,888,C1,0
2032,888,C1,0
2033,888,C1,0
2034,888,C1,0
2035,888,C1,0
2036,888,C1,0
2037,888,C1,0
2038,888,C1,0
2039,888,C1,0
2040,888,C1,0
2041,888,C1,0
2042,888,C1,0
2043,888,C1,0
2044,888,C1,0
2045,888,C1,0
2046,888,C1,0
2047,888,C1,0
2048,888,C1,0
2049,888,C1,0
2050,888,C1,0
2025,888,C2,0
2026,888,C2,0
2027,888,C2,0
2028,888,C2,0
2029,888,C2,0
2030,888,C2,0
2031,888,C2,0
2032,888,C2,0
2033,888,C2,0
2034,888,C2,0
2035,888,C2,0
2036,888,C2,0
2037,888,C2,0
2038,888,C2,0
2039,888,C2,0
2040,888,C2,0
2041,888,C2,0
2042,888,C2,0
2043,888,C2,0
2044,888,C2,0
2045,888,C2,0
2046,888,C2,0
2047,888,C2,0
2048,888,C2,0
2049,888,C2,0
2050,888,C2,0
2025,888,C3,0
2026,888,C3,0
2027,888,C3,0
2028,888,C3,0
2029,888,C3,0
2030,888,C3,0
2031,888,C3,0
2032,888,C3,0
2033,888,C3,0
2034,888,C3,0
2035,888,C3,0
2036,888,C3,0
2037,888,C3,0
2038,888,C3,0
2039,888,C3,0
2040,888,C3,0
2041,888,C3,0
2042,888,C3,0
2043,888,C3,0
2044,888,C3,0
2045,888,C3,0
2046,888,C3,0
2047,888,C3,0
2048,888,C3,0
2049,888,C3,0
2050,888,C3,0
2025,888,D,0
2026,888,D,0
2027,888,D,0
2028,888,D,0
2029,888,D,0
2030,888,D,0
2031,888,D,0
2032,888,D,0
2033,888,D,0
2034,888,D,0
2035,888,D,0
2036,888,D,0
2037,888,D,0
2038,888,D,0
2039,888,D,0
2040,888,D,0
2041,888,D,0
2042,888,D,0
2043,888,D,0
2044,888,D,0
2045,888,D,0
2046,888,D,0
2047,888,D,0
2048,888,D,0
2049,888,D,0
2050,888,D,0
2025,889,A,0
2026,889,A,0
2027,889,A,0
2028,889,A,0
2029,889,A,0
2030,889,A,0
2031,889,A,0
2032,889,A,0
2033,889,A,0
2034,889,A,0
2035,889,A,0
2036,889,A,0
2037,889,A,0
2038,889,A,0
2039,889,A,0
2040,889,A,0
2041,889,A,0
2042,889,A,0
2043,889,A,0
2044,889,A,0
2045,889,A,0
2046,889,A,0
2047,889,A,0
2048,889,A,0
2049,889,A,0
2050,889,A,0
2025,889,B1,0
2026,889,B1,0
2027,889,B1,0
2028,889,B1,0
2029,889,B1,0
2030,889,B1,0
2031,889,B1,0
2032,889,B1,0
2033,889,B1,0
2034,889,B1,0
2035,889,B1,0
2036,889,B1,0
2037,889,B1,0
2038,889,B1,0
2039,889,B1,0
2040,889,B1,0
2041,889,B1,0
2042,889,B1,0
2043,889,B1,0
2044,889,B1,0
2045,889,B1,0
2046,889,B1,0
2047,889,B1,0
2048,889,B1,0
2049,889,B1,0
2050,889,B1,0
2025,889,B2,0
2026,889,B2,0
2027,889,B2,0
2028,889,B2,0
2029,889,B2,0
2030,889,B2,0
2031,889,B2,0
2032,889,B2,0
2033,889,B2,0
2034,889,B2,0
2035,889,B2,0
2036,889,B2,0
2037,889,B2,0
2038,889,B2,0
2039,889,B2,0
2040,889,B2,0
2041,889,B2,0
2042,889,B2,0
2043,889,B2,0
2044,889,B2,0
2045,889,B2,0
2046,889,B2,0
2047,889,B2,0
2048,889,B2,0
2049,889,B2,0
2050,889,B2,0
2025,889,B3,0
2026,889,B3,0
2027,889,B3,0
2028,889,B3,0
2029,889,B3,0
2030,889,B3,0
2031,889,B3,0
2032,889,B3,0
2033,889,B3,0
2034,889,B3,0
2035,889,B3,0
2036,889,B3,0
2037,889,B3,0
2038,889,B3,0
2039,889,B3,0
2040,889,B3,0
2041,889,B3,0
2042,889,B3,0
2043,889,B3,0
2044,889,B3,0
2045,889,B3,0
2046,889,B3,0
2047,889,B3,0
2048,889,B3,0
2049,889,B3,0
2050,889,B3,0
2025,889,C1,0
2026,889,C1,0
2027,889,C1,0
2028,889,C1,0
2029,889,C1,0
2030,889,C1,0
2031,889,C1,0
2032,889,C1,0
2033,889,C1,0
2034,889,C1,0
2035,889,C1,0
2036,889,C1,0
2037,889,C1,0
2038,889,C1,0
2039,889,C1,0
2040,889,C1,0
2041,889,C1,0
2042,889,C1,0
2043,889,C1,0
2044,889,C1,0
2045,889,C1,0
2046,889,C1,0
2047,889,C1,0
2048,889,C1,0
2049,889,C1,0
2050,889,C1,0
2025,889,C2,0
2026,889,C2,0
2027,889,C2,0
2028,889,C2,0
2029,889,C2,0
2030,889,C2,0
2031,889,C2,0
2032,889,C2,0
2033,889,C2,0
2034,889,C2,0
2035,889,C2,0
2036,889,C2,0
2037,889,C2,0
2038,889,C2,0
2039,889,C2,0
2040,889,C2,0
2041,889,C2,0
2042,889,C2,0
2043,889,C2,0
2044,889,C2,0
2045,889,C2,0
2046,889,C2,0
2047,889,C2,0
2048,889,C2,0
2049,889,C2,0
2050,889,C2,0
2025,889,C3,0
2026,889,C3,0
2027,889,C3,0
2028,889,C3,0
2029,889,C3,0
2030,889,C3,0
2031,889,C3,0
2032,889,C3,0
2033,889,C3,0
2034,889,C3,0
2035,889,C3,0
2036,889,C3,0
2037,889,C3,0
2038,889,C3,0
2039,889,C3,0
2040,889,C3,0
2041,889,C3,0
2042,889,C3,0
2043,889,C3,0
2044,889,C3,0
2045,889,C3,0
2046,889,C3,0
2047,889,C3,0
2048,889,C3,0
2049,889,C3,0
2050,889,C3,0
2025,889,D,0
2026,889,D,0
2027,889,D,0
2028,889,D,0
2029,889,D,0
2030,889,D,0
2031,889,D,0
2032,889,D,0
2033,889,D,0
2034,889,D,0
2035,889,D,0
2036,889,D,0
2037,889,D,0
2038,889,D,0
2039,889,D,0
2040,889,D,0
2041,889,D,0
2042,889,D,0
2043,889,D,0
2044,889,D,0
2045,889,D,0
2046,889,D,0
2047,889,D,0
2048,889,D,0
2049,889,D,0
2050,889,D,0
2025,89,A,0
2026,89,A,0
2027,89,A,0
2028,89,A,0
2029,89,A,0
2030,89,A,0
2031,89,A,0
2032,89,A,0
2033,89,A,0
2034,89,A,0
2035,89,A,0
2036,89,A,0
2037,89,A,0
2038,89,A,0
2039,89,A,0
2040,89,A,0
2041,89,A,0
2042,89,A,0
2043,89,A,0
2044,89,A,0
2045,89,A,0
2046,89,A,0
2047,89,A,0
2048,89,A,0
2049,89,A,0
2050,89,A,0
2025,89,B1,0
2026,89,B1,0
2027,89,B1,0
2028,89,B1,0
2029,89,B1,0
2030,89,B1,0
2031,89,B1,0
2032,89,B1,0
2033,89,B1,0
2034,89,B1,0
2035,89,B1,0
2036,89,B1,0
2037,89,B1,0
2038,89,B1,0
2039,89,B1,0
2040,89,B1,0
2041,89,B1,0
2042,89,B1,0
2043,89,B1,0
2044,89,B1,0
2045,89,B1,0
2046,89,B1,0
2047,89,B1,0
2048,89,B1,0
2049,89,B1,0
2050,89,B1,0
2025,89,B2,0
2026,89,B2,0
2027,89,B2,0
2028,89,B2,0
2029,89,B2,0
2030,89,B2,0
2031,89,B2,0
2032,89,B2,0
2033,89,B2,0
2034,89,B2,0
2035,89,B2,0
2036,89,B2,0
2037,89,B2,0
2038,89,B2,0
2039,89,B2,0
2040,89,B2,0
2041,89,B2,0
2042,89,B2,0
2043,89,B2,0
2044,89,B2,0
2045,89,B2,0
2046,89,B2,0
2047,89,B2,0
2048,89,B2,0
2049,89,B2,0
2050,89,B2,0
2025,89,B3,0
2026,89,B3,0
2027,89,B3,0
2028,89,B3,0
2029,89,B3,0
2030,89,B3,0
2031,89,B3,0
2032,89,B3,0
2033,89,B3,0
2034,89,B3,0
2035,89,B3,0
2036,89,B3,0
2037,89,B3,0
2038,89,B3,0
2039,89,B3,0
2040,89,B3,0
2041,89,B3,0
2042,89,B3,0
2043,89,B3,0
2044,89,B3,0
2045,89,B3,0
2046,89,B3,0
2047,89,B3,0
2048,89,B3,0
2049,89,B3,0
2050,89,B3,0
2025,89,C1,0
2026,89,C1,0
2027,89,C1,0
2028,89,C1,0
2029,89,C1,0
2030,89,C1,0
2031,89,C1,0
2032,89,C1,0
2033,89,C1,0
2034,89,C1,0
2035,89,C1,0
2036,89,C1,0
2037,89,C1,0
2038,89,C1,0
2039,89,C1,0
2040,89,C1,0
2041,89,C1,0
2042,89,C1,0
2043,89,C1,0
2044,89,C1,0
2045,89,C1,0
2046,89,C1,0
2047,89,C1,0
2048,89,C1,0
2049,89,C1,0
2050,89,C1,0
2025,89,C2,0
2026,89,C2,0
2027,89,C2,0
2028,89,C2,0
2029,89,C2,0
2030,89,C2,0
2031,89,C2,0
2032,89,C2,0
2033,89,C2,0
2034,89,C2,0
2035,89,C2,0
2036,89,C2,0
2037,89,C2,0
2038,89,C2,0
2039,89,C2,0
2040,89,C2,0
2041,89,C2,0
2042,89,C2,0
2043,89,C2,0
2044,89,C2,0
2045,89,C2,0
2046,89,C2,0
2047,89,C2,0
2048,89,C2,0
2049,89,C2,0
2050,89,C2,0
2025,89,C3,0
2026,89,C3,0
2027,89,C3,0
2028,89,C3,0
2029,89,C3,0
2030,89,C3,0
2031,89,C3,0
2032,89,C3,0
2033,89,C3,0
2034,89,C3,0
2035,89,C3,0
2036,89,C3,0
2037,89,C3,0
2038,89,C3,0
2039,89,C3,0
2040,89,C3,0
2041,89,C3,0
2042,89,C3,0
2043,89,C3,0
2044,89,C3,0
2045,89,C3,0
2046,89,C3,0
2047,89,C3,0
2048,89,C3,0
2049,89,C3,0
2050,89,C3,0
2025,89,D,0
2026,89,D,0
2027,89,D,0
2028,89,D,0
2029,89,D,0
2030,89,D,0
2031,89,D,0
2032,89,D,0
2033,89,D,0
2034,89,D,0
2035,89,D,0
2036,89,D,0
2037,89,D,0
2038,89,D,0
2039,89,D,0
2040,89,D,0
2041,89,D,0
2042,89,D,0
2043,89,D,0
2044,89,D,0
2045,89,D,0
2046,89,D,0
2047,89,D,0
2048,89,D,0
2049,89,D,0
2050,89,D,0
2025,890,A,0
2026,890,A,0
2027,890,A,0
2028,890,A,0
2029,890,A,0
2030,890,A,0
2031,890,A,0
2032,890,A,0
2033,890,A,0
2034,890,A,0
2035,890,A,0
2036,890,A,0
2037,890,A,0
2038,890,A,0
2039,890,A,0
2040,890,A,0
2041,890,A,0
2042,890,A,0
2043,890,A,0
2044,890,A,0
2045,890,A,0
2046,890,A,0
2047,890,A,0
2048,890,A,0
2049,890,A,0
2050,890,A,0
2025,890,B1,0
2026,890,B1,0
2027,890,B1,0
2028,890,B1,0
2029,890,B1,0
2030,890,B1,0
2031,890,B1,0
2032,890,B1,0
2033,890,B1,0
2034,890,B1,0
2035,890,B1,0
2036,890,B1,0
2037,890,B1,0
2038,890,B1,0
2039,890,B1,0
2040,890,B1,0
2041,890,B1,0
2042,890,B1,0
2043,890,B1,0
2044,890,B1,0
2045,890,B1,0
2046,890,B1,0
2047,890,B1,0
2048,890,B1,0
2049,890,B1,0
2050,890,B1,0
2025,890,B2,0
2026,890,B2,0
2027,890,B2,0
2028,890,B2,0
2029,890,B2,0
2030,890,B2,0
2031,890,B2,0
2032,890,B2,0
2033,890,B2,0
2034,890,B2,0
2035,890,B2,0
2036,890,B2,0
2037,890,B2,0
2038,890,B2,0
2039,890,B2,0
2040,890,B2,0
2041,890,B2,0
2042,890,B2,0
2043,890,B2,0
2044,890,B2,0
2045,890,B2,0
2046,890,B2,0
2047,890,B2,0
2048,890,B2,0
2049,890,B2,0
2050,890,B2,0
2025,890,B3,0
2026,890,B3,0
2027,890,B3,0
2028,890,B3,0
