"Simulation","Pathway","Jurisdiction","Cost_Type","NPV"
"273","C2","QC","Lower",2950448350.05778
"273","C2","QC","Upper",8786392770.76762
"273","C2","NYISO","Lower",4123768081.66672
"273","C2","NYISO","Upper",12391130053.0851
"273","C2","NB","Lower",477546269.321265
"273","C2","NB","Upper",1422125924.82402
"273","A","QC","Lower",2950448350.05778
"273","A","QC","Upper",8786392770.76762
"273","A","NYISO","Lower",2797418545.83371
"273","A","NYISO","Upper",8405704765.12533
"273","A","NB","Lower",477546269.321265
"273","A","NB","Upper",1422125924.82402
"273","C3","QC","Lower",13167550985.8838
"273","C3","QC","Upper",39212777538.9858
"273","C3","NYISO","Lower",4123768081.66672
"273","C3","NYISO","Upper",12391130053.0851
"273","C3","NB","Lower",477546269.321265
"273","C3","NB","Upper",1422125924.82402
"274","D","QC","Lower",13145404029.8085
"274","D","QC","Upper",39146824222.1788
"274","D","NYISO","Lower",3778821288.92678
"274","D","NYISO","Upper",11354631276.8233
"274","D","NB","Lower",467522254.157357
"274","D","NB","Upper",1392274551.77134
"274","B3","QC","Lower",16750752790.1069
"274","B3","QC","Upper",49883500999.7814
"274","B3","NYISO","Lower",3778821288.92678
