"Simulation","Pathway","ATB_Scenario","NPV","Technology"
"1006","B3","Conservative",2932986690.07649,"Biopower"
"1006","C1","Advanced",21576422502.6672,"Nuclear"
"1006","C1","Moderate",23753859635.9639,"Nuclear"
"1006","C1","Conservative",26129245599.5603,"Nuclear"
"1006","C1","Advanced",2932986690.07649,"Biopower"
"1006","C1","Moderate",2932986690.07649,"Biopower"
"1006","C1","Conservative",2932986690.07649,"Biopower"
"1006","C2","Advanced",2809490048.24762,"Nuclear"
"1006","C2","Moderate",3093016566.87811,"Nuclear"
"1006","C2","Conservative",3402318223.56592,"Nuclear"
"1006","C2","Advanced",2932986690.07649,"Biopower"
"1006","C2","Moderate",2932986690.07649,"Biopower"
"1006","C2","Conservative",2932986690.07649,"Biopower"
"1006","C3","Advanced",1826679953.81536,"Nuclear"
"1006","C3","Moderate",2011023802.36554,"Nuclear"
"1006","C3","Conservative",2212126182.60209,"Nuclear"
"1006","C3","Advanced",2932986690.07649,"Biopower"
"1006","C3","Moderate",2932986690.07649,"Biopower"
"1006","C3","Conservative",2932986690.07649,"Biopower"
"1006","D","Advanced",2932986690.07649,"Biopower"
"1006","D","Moderate",2932986690.07649,"Biopower"
"1006","D","Conservative",2932986690.07649,"Biopower"
"1007","A","Advanced",2932986690.07649,"Biopower"
"1007","A","Moderate",2932986690.07649,"Biopower"
"1007","A","Conservative",2932986690.07649,"Biopower"
"1007","B1","Advanced",2932986690.07649,"Biopower"
"1007","B1","Moderate",2932986690.07649,"Biopower"
"1007","B1","Conservative",2932986690.07649,"Biopower"
"1007","B2","Advanced",2932986690.07649,"Biopower"
"1007","B2","Moderate",2932986690.07649,"Biopower"
"1007","B2","Conservative",2932986690.07649,"Biopower"
"1007","B3","Advanced",2932986690.07649,"Biopower"
"1007","B3","Moderate",2932986690.07649,"Biopower"
"1007","B3","Conservative",2932986690.07649,"Biopower"
"1007","C1","Advanced",21576422502.6672,"Nuclear"
"1007","C1","Moderate",23753859635.9639,"Nuclear"
"1007","C1","Conservative",26129245599.5603,"Nuclear"
"1007","C1","Advanced",2932986690.07649,"Biopower"
"1007","C1","Moderate",2932986690.07649,"Biopower"
"1007","C1","Conservative",2932986690.07649,"Biopower"
"1007","C2","Advanced",2809490048.24762,"Nuclear"
"1007","C2","Moderate",3093016566.87811,"Nuclear"
"1007","C2","Conservative",3402318223.56592,"Nuclear"
"1007","C2","Advanced",2932986690.07649,"Biopower"
"1007","C2","Moderate",2932986690.07649,"Biopower"
"1007","C2","Conservative",2932986690.07649,"Biopower"
"1007","C3","Advanced",1826679953.81536,"Nuclear"
"1007","C3","Moderate",2011023802.36554,"Nuclear"
"1007","C3","Conservative",2212126182.60209,"Nuclear"
"1007","C3","Advanced",2932986690.07649,"Biopower"
"1007","C3","Moderate",2932986690.07649,"Biopower"
"1007","C3","Conservative",2932986690.07649,"Biopower"
"1007","D","Advanced",2932986690.07649,"Biopower"
"1007","D","Moderate",2932986690.07649,"Biopower"
"1007","D","Conservative",2932986690.07649,"Biopower"
"1008","A","Advanced",2932986690.07649,"Biopower"
"1008","A","Moderate",2932986690.07649,"Biopower"
"1008","A","Conservative",2932986690.07649,"Biopower"
"1008","B1","Advanced",2932986690.07649,"Biopower"
"1008","B1","Moderate",2932986690.07649,"Biopower"
"1008","B1","Conservative",2932986690.07649,"Biopower"
"1008","B2","Advanced",2932986690.07649,"Biopower"
"1008","B2","Moderate",2932986690.07649,"Biopower"
"1008","B2","Conservative",2932986690.07649,"Biopower"
"1008","B3","Advanced",2932986690.07649,"Biopower"
"1008","B3","Moderate",2932986690.07649,"Biopower"
"1008","B3","Conservative",2932986690.07649,"Biopower"
"1008","C1","Advanced",21576422502.6672,"Nuclear"
"1008","C1","Moderate",23753859635.9639,"Nuclear"
"1008","C1","Conservative",26129245599.5603,"Nuclear"
"1008","C1","Advanced",2932986690.07649,"Biopower"
"1008","C1","Moderate",2932986690.07649,"Biopower"
"1008","C1","Conservative",2932986690.07649,"Biopower"
"1008","C2","Advanced",2809490048.24762,"Nuclear"
"1008","C2","Moderate",3093016566.87811,"Nuclear"
"1008","C2","Conservative",3402318223.56592,"Nuclear"
"1008","C2","Advanced",2932986690.07649,"Biopower"
"1008","C2","Moderate",2932986690.07649,"Biopower"
"1008","C2","Conservative",2932986690.07649,"Biopower"
"1008","C3","Advanced",1826679953.81536,"Nuclear"
"1008","C3","Moderate",2011023802.36554,"Nuclear"
"1008","C3","Conservative",2212126182.60209,"Nuclear"
"1008","C3","Advanced",2932986690.07649,"Biopower"
"1008","C3","Moderate",2932986690.07649,"Biopower"
"1008","C3","Conservative",2932986690.07649,"Biopower"
"1008","D","Advanced",2932986690.07649,"Biopower"
"1008","D","Moderate",2932986690.07649,"Biopower"
"1008","D","Conservative",2932986690.07649,"Biopower"
"1009","A","Advanced",2932986690.07649,"Biopower"
"1009","A","Moderate",2932986690.07649,"Biopower"
"1009","A","Conservative",2932986690.07649,"Biopower"
"1009","B1","Advanced",2932986690.07649,"Biopower"
"1009","B1","Moderate",2932986690.07649,"Biopower"
"1009","B1","Conservative",2932986690.07649,"Biopower"
"1009","B2","Advanced",2932986690.07649,"Biopower"
"1009","B2","Moderate",2932986690.07649,"Biopower"
"1009","B2","Conservative",2932986690.07649,"Biopower"
"1009","B3","Advanced",2932986690.07649,"Biopower"
"1009","B3","Moderate",2932986690.07649,"Biopower"
"1009","B3","Conservative",2932986690.07649,"Biopower"
"1009","C1","Advanced",21576422502.6672,"Nuclear"
"1009","C1","Moderate",23753859635.9639,"Nuclear"
"1009","C1","Conservative",26129245599.5603,"Nuclear"
"1009","C1","Advanced",2932986690.07649,"Biopower"
"1009","C1","Moderate",2932986690.07649,"Biopower"
"1009","C1","Conservative",2932986690.07649,"Biopower"
"1009","C2","Advanced",2809490048.24762,"Nuclear"
"1009","C2","Moderate",3093016566.87811,"Nuclear"
"1009","C2","Conservative",3402318223.56592,"Nuclear"
"1009","C2","Advanced",2932986690.07649,"Biopower"
"1009","C2","Moderate",2932986690.07649,"Biopower"
"1009","C2","Conservative",2932986690.07649,"Biopower"
"1009","C3","Advanced",1826679953.81536,"Nuclear"
"1009","C3","Moderate",2011023802.36554,"Nuclear"
"1009","C3","Conservative",2212126182.60209,"Nuclear"
"1009","C3","Advanced",2932986690.07649,"Biopower"
"1009","C3","Moderate",2932986690.07649,"Biopower"
"1009","C3","Conservative",2932986690.07649,"Biopower"
"1009","D","Advanced",2932986690.07649,"Biopower"
"1009","D","Moderate",2932986690.07649,"Biopower"
"1009","D","Conservative",2932986690.07649,"Biopower"
"101","A","Advanced",2932986690.07649,"Biopower"
"101","A","Moderate",2932986690.07649,"Biopower"
"101","A","Conservative",2932986690.07649,"Biopower"
"101","B1","Advanced",2932986690.07649,"Biopower"
"101","B1","Moderate",2932986690.07649,"Biopower"
"101","B1","Conservative",2932986690.07649,"Biopower"
"101","B2","Advanced",2932986690.07649,"Biopower"
"101","B2","Moderate",2932986690.07649,"Biopower"
"101","B2","Conservative",2932986690.07649,"Biopower"
"101","B3","Advanced",2932986690.07649,"Biopower"
"101","B3","Moderate",2932986690.07649,"Biopower"
"101","B3","Conservative",2932986690.07649,"Biopower"
"101","C1","Advanced",21576422502.6672,"Nuclear"
"101","C1","Moderate",23753859635.9639,"Nuclear"
"101","C1","Conservative",26129245599.5603,"Nuclear"
"101","C1","Advanced",2932986690.07649,"Biopower"
"101","C1","Moderate",2932986690.07649,"Biopower"
"101","C1","Conservative",2932986690.07649,"Biopower"
"101","C2","Advanced",2809490048.24762,"Nuclear"
"101","C2","Moderate",3093016566.87811,"Nuclear"
"101","C2","Conservative",3402318223.56592,"Nuclear"
"101","C2","Advanced",2932986690.07649,"Biopower"
"101","C2","Moderate",2932986690.07649,"Biopower"
"101","C2","Conservative",2932986690.07649,"Biopower"
"101","C3","Advanced",1826679953.81536,"Nuclear"
"101","C3","Moderate",2011023802.36554,"Nuclear"
"101","C3","Conservative",2212126182.60209,"Nuclear"
"101","C3","Advanced",2932986690.07649,"Biopower"
"101","C3","Moderate",2932986690.07649,"Biopower"
"101","C3","Conservative",2932986690.07649,"Biopower"
"101","D","Advanced",2932986690.07649,"Biopower"
"101","D","Moderate",2932986690.07649,"Biopower"
"101","D","Conservative",2932986690.07649,"Biopower"
"1010","A","Advanced",2932986690.07649,"Biopower"
"1010","A","Moderate",2932986690.07649,"Biopower"
"1010","A","Conservative",2932986690.07649,"Biopower"
"1010","B1","Advanced",2932986690.07649,"Biopower"
"1010","B1","Moderate",2932986690.07649,"Biopower"
"1010","B1","Conservative",2932986690.07649,"Biopower"
"1010","B2","Advanced",2932986690.07649,"Biopower"
"1010","B2","Moderate",2932986690.07649,"Biopower"
"1010","B2","Conservative",2932986690.07649,"Biopower"
"1010","B3","Advanced",2932986690.07649,"Biopower"
"1010","B3","Moderate",2932986690.07649,"Biopower"
"1010","B3","Conservative",2932986690.07649,"Biopower"
"1010","C1","Advanced",21576422502.6672,"Nuclear"
"1010","C1","Moderate",23753859635.9639,"Nuclear"
"1010","C1","Conservative",26129245599.5603,"Nuclear"
"1010","C1","Advanced",2932986690.07649,"Biopower"
"1010","C1","Moderate",2932986690.07649,"Biopower"
"1010","C1","Conservative",2932986690.07649,"Biopower"
"1010","C2","Advanced",2809490048.24762,"Nuclear"
"1010","C2","Moderate",3093016566.87811,"Nuclear"
"1010","C2","Conservative",3402318223.56592,"Nuclear"
"1010","C2","Advanced",2932986690.07649,"Biopower"
"1010","C2","Moderate",2932986690.07649,"Biopower"
"1010","C2","Conservative",2932986690.07649,"Biopower"
"1010","C3","Advanced",1826679953.81536,"Nuclear"
"1010","C3","Moderate",2011023802.36554,"Nuclear"
"1010","C3","Conservative",2212126182.60209,"Nuclear"
"1010","C3","Advanced",2932986690.07649,"Biopower"
"1010","C3","Moderate",2932986690.07649,"Biopower"
"1010","C3","Conservative",2932986690.07649,"Biopower"
"1010","D","Advanced",2932986690.07649,"Biopower"
"1010","D","Moderate",2932986690.07649,"Biopower"
"1010","D","Conservative",2932986690.07649,"Biopower"
"102","A","Advanced",2932986690.07649,"Biopower"
"102","A","Moderate",2932986690.07649,"Biopower"
"102","A","Conservative",2932986690.07649,"Biopower"
"102","B1","Advanced",2932986690.07649,"Biopower"
"102","B1","Moderate",2932986690.07649,"Biopower"
"102","B1","Conservative",2932986690.07649,"Biopower"
"102","B2","Advanced",2932986690.07649,"Biopower"
"102","B2","Moderate",2932986690.07649,"Biopower"
"102","B2","Conservative",2932986690.07649,"Biopower"
"102","B3","Advanced",2932986690.07649,"Biopower"
"102","B3","Moderate",2932986690.07649,"Biopower"
"102","B3","Conservative",2932986690.07649,"Biopower"
"102","C1","Advanced",21576422502.6672,"Nuclear"
"102","C1","Moderate",23753859635.9639,"Nuclear"
"102","C1","Conservative",26129245599.5603,"Nuclear"
"102","C1","Advanced",2932986690.07649,"Biopower"
"102","C1","Moderate",2932986690.07649,"Biopower"
"102","C1","Conservative",2932986690.07649,"Biopower"
"102","C2","Advanced",2809490048.24762,"Nuclear"
"102","C2","Moderate",3093016566.87811,"Nuclear"
"102","C2","Conservative",3402318223.56592,"Nuclear"
"102","C2","Advanced",2932986690.07649,"Biopower"
"102","C2","Moderate",2932986690.07649,"Biopower"
